CountryCode,Year,total_population
TON,2003,99606
TTO,2003,1284052
TUN,2003,9839800
TUR,2003,66060121
TKM,2003,4648036
TCA,2003,23412
TUV,2003,9590
UGA,2003,26217760
UKR,2003,47812950
ARE,2003,3625798
GBR,2003,59647577
USA,2003,290107933
URY,2003,3325637
UZB,2003,25567650
VUT,2003,198963
VEN,2003,25857553
VNM,2003,80467400
VIR,2003,108085
WBG,2003,3154969
YEM,2003,19374012
ZMB,2003,11426006
ZWE,2003,12774162
ARB,2004,306505782
CSS,2004,6603018
CEB,2004,106530417
EAS,2004,2114733723
EAP,2004,1879602648
EMU,2004,327788514
ECS,2004,870213016
ECA,2004,248660723
EUU,2004,494332851
FCS,2004,370912986
HPC,2004,531070213
HIC,2004,1314232215
NOC,2004,300817224
OEC,2004,1013414991
LCN,2004,555515431
LAC,2004,464915732
LDC,2004,734626511
LMY,2004,5120042333
LIC,2004,475092681
LMC,2004,2464449907
MEA,2004,339941989
MNA,2004,298545580
MIC,2004,4644949652
"NAC",2004,324864038
OED,2004,1188646374
OSS,2004,17441535
PSS,2004,2038005
SST,2004,26082558
SAS,2004,1486610311
SSF,2004,742396040
SSA,2004,741707339
UMC,2004,2180499745
WLD,2004,6434274548
AFG,2004,23499850
ALB,2004,3026939
DZA,2004,32817225
ASM,2004,59262
ADO,2004,78337
AGO,2004,17295500
ATG,2004,81718
ARG,2004,38728778
ARM,2004,3025982
ABW,2004,98742
AUS,2004,20127400
AUT,2004,8171966
AZE,2004,8306500
BHS,2004,322539
BHR,2004,807989
BGD,2004,140843786
BRB,2004,273091
BLR,2004,9730000
BEL,2004,10421137
BLZ,2004,276085
BEN,2004,7922796
BMU,2004,63740
BTN,2004,634235
BOL,2004,8967740
BIH,2004,3825872
BWA,2004,1835750
BRA,2004,186116363
BRN,2004,355700
BGR,2004,7781161
BFA,2004,13028039
BDI,2004,7661613
CPV,2004,468985
KHM,2004,13112334
CMR,2004,17667576
CAN,2004,31995000
CYM,2004,47299
CAF,2004,3987896
TCD,2004,9710498
CHI,2004,153170
CHL,2004,15913119
CHN,2004,1296075000
COL,2004,42724157
COM,2004,603869
ZAR,2004,54314855
COG,2004,3412592
CRI,2004,4187039
CIV,2004,17802516
HRV,2004,4439000
CUB,2004,11240680
CUW,2004,134192
CYP,2004,1015827
CZE,2004,10197101
DNK,2004,5404523
DJI,2004,767644
DMA,2004,70325
DOM,2004,9102997
ECU,2004,13509645
EGY,2004,73596068
SLV,2004,5925089
GNQ,2004,606201
ERI,2004,4064958
EST,2004,1362550
ETH,2004,74506974
FRO,2004,48103
FJI,2004,818355
FIN,2004,5228172
FRA,2004,62704897
PYF,2004,251811
GAB,2004,1347524
GMB,2004,1394727
GEO,2004,4318300
DEU,2004,82516260
GHA,2004,20840493
GRC,2004,11055729
GRL,2004,56911
GRD,2004,102657
GUM,2004,158194
GTM,2004,12877711
GIN,2004,9464771
GNB,2004,1431816
GUY,2004,742162
HTI,2004,9119182
HND,2004,6753352
HKG,2004,6783500
HUN,2004,10107146
ISL,2004,292074
IND,2004,1126419321
IDN,2004,223268606
IRN,2004,69321953
IRQ,2004,26320530
IRL,2004,4070262
IMY,2004,79636
ISR,2004,6809000
ITA,2004,57685327
JAM,2004,2634145
JPN,2004,127761000
JOR,2004,5290000
KAZ,2004,15012985
KEN,2004,34437460
KIR,2004,90545
PRK,2004,23639296
KOR,2004,48039415
KSV,2004,1704622
KWT,2004,2166344
KGZ,2004,5104700
LAO,2004,5658894
LVA,2004,2263122
LBN,2004,3863271
LSO,2004,1912042
LBR,2004,3184643
LBY,2004,5703224
LIE,2004,34569
LTU,2004,3377075
LUX,2004,458095
MAC,2004,458579
MKD,2004,2038444
MDG,2004,17763367
MWI,2004,12407618
MYS,2004,25332026
MDV,2004,312000
MLI,2004,12474857
MLT,2004,401268
MHL,2004,52074
MRT,2004,3064882
MUS,2004,1221003
MEX,2004,108257822
FSM,2004,106575
MDA,2004,3603945
MCO,2004,33339
MNG,2004,2496621
MNE,2004,613353
MAR,2004,30093109
MOZ,2004,20523159
MMR,2004,49582751
"NAM",2004,2002745
NPL,2004,25198130
NLD,2004,16281779
NCL,2004,228297
NZL,2004,4087500
NIC,2004,5309703
NER,2004,12996012
NGA,2004,136033321
MNP,2004,66143
NOR,2004,4591910
OMN,2004,2448194
PAK,2004,150267989
PLW,2004,19805
PAN,2004,3260611
PNG,2004,5940048
PRY,2004,5703742
PER,2004,27273188
PHL,2004,84596249
POL,2004,38182222
PRT,2004,10483861
PRI,2004,3826878
QAT,2004,732096
ROM,2004,21451748
RUS,2004,144067054
RWA,2004,8828956
WSM,2004,178794
SMR,2004,28891
STP,2004,149732
SAU,2004,24055573
SEN,2004,10967016
SRB,2004,7463157
SYC,2004,82500
SLE,2004,4870467
SGP,2004,4166700
SXM,2004,35316
SVK,2004,5372280
SVN,2004,1997012
SLB,2004,457841
SOM,2004,8251054
ZAF,2004,46727694
SSD,2004,7784488
ESP,2004,42921895
LKA,2004,19435000
KNA,2004,48424
LCA,2004,163462
MAF,2004,27514
VCT,2004,108563
SDN,2004,31176209
SUR,2004,489312
SWZ,2004,1094775
SWE,2004,8993531
CHE,2004,7389625
SYR,2004,17671913
TJK,2004,6666628
TZA,2004,37935334
THA,2004,65404522
TMP,2004,962634
TGO,2004,5428552
TON,2004,100226
TTO,2004,1290535
TUN,2004,9932400
TUR,2004,66973561
TKM,2004,4696876
TCA,2004,25025
TUV,2004,9646
UGA,2004,27114742
UKR,2004,47451600
ARE,2004,3975945
GBR,2004,59987905
USA,2004,292805298
URY,2004,3324096
UZB,2004,25864350
VUT,2004,204144
VEN,2004,26314483
VNM,2004,81436400
VIR,2004,107950
WBG,2004,3236626
YEM,2004,19931617
ZMB,2004,11725635
ZWE,2004,12867828
ARB,2005,313508929
CSS,2005,6640916
CEB,2005,106254694
EAS,2005,2130532518
EAP,2005,1894744514
EMU,2005,329490945
ECS,2005,872968147
ECA,2005,249730397
EUU,2005,496306466
FCS,2005,380285290
HPC,2005,546329345
HIC,2005,1322338351
NOC,2005,302879030
OEC,2005,1019459321
LCN,2005,562783235
LAC,2005,471107730
LDC,2005,752794655
LMY,2005,5192264973
LIC,2005,488164370
LMC,2005,2505015558
MEA,2005,346735318
MNA,2005,303699745
MIC,2005,4704100603
"NAC",2005,327892753
OED,2005,1197067844
OSS,2005,17729671
PSS,2005,2061473
SST,2005,26432060
SAS,2005,1511135613
SSF,2005,762555740
SSA,2005,761846974
UMC,2005,2199085045
WLD,2005,6514603324
AFG,2005,24399948
ALB,2005,3011487
DZA,2005,33267887
ASM,2005,59117
ADO,2005,81223
AGO,2005,17912942
ATG,2005,82565
ARG,2005,39145491
ARM,2005,3014917
ABW,2005,100031
AUS,2005,20394800
AUT,2005,8227829
AZE,2005,8391850
BHS,2005,329243
BHR,2005,867014
BGD,2005,142929979
BRB,2005,274013
BLR,2005,9663000
BEL,2005,10478617
BLZ,2005,283279
BEN,2005,8182362
BMU,2005,64154
BTN,2005,651163
BOL,2005,9125405
BIH,2005,3833377
BWA,2005,1864003
BRA,2005,188479240
BRN,2005,361889
BGR,2005,7739900
BFA,2005,13421929
BDI,2005,7934213
CPV,2005,474224
KHM,2005,13320058
CMR,2005,18126999
CAN,2005,32312000
CYM,2005,48623
CAF,2005,4055608
TCD,2005,10067932
CHI,2005,154298
CHL,2005,16096571
CHN,2005,1303720000
COL,2005,43285636
COM,2005,618632
ZAR,2005,56089536
COG,2005,3503086
CRI,2005,4247843
CIV,2005,18132702
HRV,2005,4442000
CUB,2005,11261052
CUW,2005,137658
CYP,2005,1032586
CZE,2005,10211216
DNK,2005,5419432
DJI,2005,778406
DMA,2005,70542
DOM,2005,9237565
ECU,2005,13735232
EGY,2005,74942115
SLV,2005,5947206
GNQ,2005,625866
ERI,2005,4191273
EST,2005,1354775
ETH,2005,76608431
FRO,2005,48337
FJI,2005,821820
FIN,2005,5246096
FRA,2005,63179356
PYF,2005,254884
GAB,2005,1377777
GMB,2005,1440542
GEO,2005,4361400
DEU,2005,82469422
GHA,2005,21389514
GRC,2005,11092913
GRL,2005,56935
GRD,2005,102951
GUM,2005,158401
GTM,2005,13183505
GIN,2005,9669023
GNB,2005,1462784
GUY,2005,742495
HTI,2005,9263409
HND,2005,6880181
HKG,2005,6813200
HUN,2005,10087065
ISL,2005,296734
IND,2005,1144326293
IDN,2005,226254703
IRN,2005,70122115
IRQ,2005,27017712
IRL,2005,4159914
IMY,2005,80345
ISR,2005,6930100
ITA,2005,57969484
JAM,2005,2643601
JPN,2005,127773000
JOR,2005,5411000
KAZ,2005,15147029
KEN,2005,35349040
KIR,2005,92329
PRK,2005,23813324
KOR,2005,48138077
KSV,2005,1705780
KWT,2005,2263604
KGZ,2005,5162600
LAO,2005,5745012
LVA,2005,2238799
LBN,2005,3986865
LSO,2005,1925844
LBR,2005,3269786
LBY,2005,5801543
LIE,2005,34852
LTU,2005,3322528
LUX,2005,465158
MAC,2005,468149
MKD,2005,2042894
MDG,2005,18290394
MWI,2005,12747846
MYS,2005,25796124
MDV,2005,321000
MLI,2005,12881384
MLT,2005,403834
MHL,2005,52058
MRT,2005,3154087
MUS,2005,1228254
MEX,2005,109747906
FSM,2005,106198
MDA,2005,3595187
MCO,2005,33808
MNG,2005,2526447
MNE,2005,614261
MAR,2005,30385479
MOZ,2005,21126676
MMR,2005,49984704
"NAM",2005,2027026
NPL,2005,25506847
NLD,2005,16319868
NCL,2005,231779
NZL,2005,4133900
NIC,2005,5379327
NER,2005,13485436
NGA,2005,139611303
MNP,2005,64372
NOR,2005,4623291
OMN,2005,2506891
PAK,2005,153356383
PLW,2005,19907
PAN,2005,3319301
PNG,2005,6086905
PRY,2005,5795493
PER,2005,27610406
PHL,2005,86141373
POL,2005,38165445
PRT,2005,10503330
PRI,2005,3821362
QAT,2005,836924
ROM,2005,21319685
RUS,2005,143518523
RWA,2005,9008230
WSM,2005,179928
SMR,2005,29242
STP,2005,153146
SAU,2005,24745230
SEN,2005,11268994
SRB,2005,7440769
SYC,2005,82900
SLE,2005,5071271
SGP,2005,4265800
SXM,2005,36934
SVK,2005,5372807
SVN,2005,2000474
SLB,2005,469306
SOM,2005,8466938
ZAF,2005,47349013
SSD,2005,8099908
ESP,2005,43653155
LKA,2005,19644000
KNA,2005,49139
LCA,2005,165407
MAF,2005,27906
VCT,2005,108749
SDN,2005,31990003
SUR,2005,491999
SWZ,2005,1104642
SWE,2005,9029572
CHE,2005,7437115
SYR,2005,18132842
TJK,2005,6805655
TZA,2005,39065600
THA,2005,65863973
TMP,2005,979201
TGO,2005,5578219
TON,2005,100858
TTO,2005,1296933
TUN,2005,10029000
TUR,2005,67860617
TKM,2005,4747839
TCA,2005,26450
TUV,2005,9694
UGA,2005,28042413
UKR,2005,47105150
ARE,2005,4481976
GBR,2005,60401206
USA,2005,295516599
URY,2005,3325608
UZB,2005,26167000
VUT,2005,209375
VEN,2005,26769115
VNM,2005,82392100
VIR,2005,107863
WBG,2005,3320396
YEM,2005,20504385
ZMB,2005,12043591
ZWE,2005,12984418
ARB,2006,320912518
CSS,2006,6681231
CEB,2006,105999320
EAS,2006,2146003677
EAP,2006,1909251689
EMU,2006,331033155
ECS,2006,875755753
ECA,2006,250849576
EUU,2006,498182074
FCS,2006,389823368
HPC,2006,561934621
HIC,2006,1331063161
NOC,2006,305315050
OEC,2006,1025748111
LCN,2006,570029991
LAC,2006,477292640
LDC,2006,771082091
LMY,2006,5264379588
LIC,2006,501506199
LMC,2006,2545669797
MEA,2006,353923119
MNA,2006,309000732
MIC,2006,4762873389
"NAC",2006,331014940
OED,2006,1205835689
OSS,2006,18032304
PSS,2006,2087081
SST,2006,26800616
SAS,2006,1535287611
SSF,2006,783427658
SSA,2006,782697340
UMC,2006,2217203592
WLD,2006,6595442749
AFG,2006,25183615
ALB,2006,2992547
DZA,2006,33749328
ASM,2006,58648
ADO,2006,83373
AGO,2006,18541467
ATG,2006,83467
ARG,2006,39558750
ARM,2006,3002161
ABW,2006,100830
AUS,2006,20697900
AUT,2006,8268641
AZE,2006,8484550
BHS,2006,335801
BHR,2006,940808
BGD,2006,144839238
BRB,2006,275040
BLR,2006,9604000
BEL,2006,10547958
BLZ,2006,290751
BEN,2006,8443717
BMU,2006,64523
BTN,2006,666920
BOL,2006,9283345
BIH,2006,3838504
BWA,2006,1895671
BRA,2006,190698241
BRN,2006,368150
BGR,2006,7699020
BFA,2006,13834195
BDI,2006,8218070
CPV,2006,478265
KHM,2006,13525360
CMR,2006,18597109
CAN,2006,32570505
CYM,2006,50028
CAF,2006,4127112
TCD,2006,10423616
CHI,2006,155415
CHL,2006,16279728
CHN,2006,1311020000
COL,2006,43835744
COM,2006,633814
ZAR,2006,57926840
COG,2006,3604595
CRI,2006,4308790
CIV,2006,18486392
HRV,2006,4440000
CUB,2006,11275199
CUW,2006,141239
CYP,2006,1048293
CZE,2006,10238905
DNK,2006,5437272
DJI,2006,788941
DMA,2006,70690
DOM,2006,9371333
ECU,2006,13967490
EGY,2006,76274285
SLV,2006,5967556
GNQ,2006,645718
ERI,2006,4304440
EST,2006,1346810
ETH,2006,78735675
FRO,2006,48505
FJI,2006,827390
FIN,2006,5266268
FRA,2006,63621376
PYF,2006,257731
GAB,2006,1408920
GMB,2006,1487731
GEO,2006,4398000
DEU,2006,82376451
GHA,2006,21951891
GRC,2006,11127947
GRL,2006,56774
GRD,2006,103259
GUM,2006,158429
GTM,2006,13490041
GIN,2006,9898301
GNB,2006,1494603
GUY,2006,743705
HTI,2006,9409479
HND,2006,7007029
HKG,2006,6857100
HUN,2006,10071370
ISL,2006,303782
IND,2006,1162088305
IDN,2006,229263980
IRN,2006,70923164
IRQ,2006,27716983
IRL,2006,4273591
IMY,2006,81110
ISR,2006,7053700
ITA,2006,58143979
JAM,2006,2653042
JPN,2006,127854000
JOR,2006,5536000
KAZ,2006,15308084
KEN,2006,36286015
KIR,2006,94257
PRK,2006,23969897
KOR,2006,48371946
KSV,2006,1719536
KWT,2006,2389498
KGZ,2006,5218400
LAO,2006,5838837
LVA,2006,2218357
LBN,2006,4057041
LSO,2006,1940345
LBR,2006,3384804
LBY,2006,5907149
LIE,2006,35141
LTU,2006,3269909
LUX,2006,472637
MAC,2006,479728
MKD,2006,2047330
MDG,2006,18826129
MWI,2006,13112383
MYS,2006,26263048
MDV,2006,333000
MLI,2006,13309942
MLT,2006,405308
MHL,2006,52080
MRT,2006,3241762
MUS,2006,1233996
MEX,2006,111382857
FSM,2006,105680
MDA,2006,3585209
MCO,2006,34384
MNG,2006,2558484
MNE,2006,615025
MAR,2006,30691434
MOZ,2006,21737860
MMR,2006,50355559
"NAM",2006,2053915
NPL,2006,25794344
NLD,2006,16346101
NCL,2006,235314
NZL,2006,4184600
NIC,2006,5450217
NER,2006,13995530
NGA,2006,143318011
MNP,2006,62235
NOR,2006,4660677
OMN,2006,2553376
PAK,2006,156524189
PLW,2006,20012
PAN,2006,3378600
PNG,2006,6236158
PRY,2006,5882797
PER,2006,27949958
PHL,2006,87592899
POL,2006,38141267
PRT,2006,10522288
PRI,2006,3805214
QAT,2006,988448
ROM,2006,21193760
RUS,2006,143049528
RWA,2006,9231041
WSM,2006,181072
SMR,2006,29568
STP,2006,156584
SAU,2006,25419994
SEN,2006,11578430
SRB,2006,7411569
SYC,2006,84600
SLE,2006,5243214
SGP,2006,4401400
SXM,2006,38270
SVK,2006,5373054
SVN,2006,2006868
SLB,2006,480716
SOM,2006,8686939
ZAF,2006,47991699
SSD,2006,8445659
ESP,2006,44397319
LKA,2006,19858000
KNA,2006,49818
LCA,2006,167656
MAF,2006,28414
VCT,2006,108908
SDN,2006,32809056
SUR,2006,495953
SWZ,2006,1118204
SWE,2006,9080505
CHE,2006,7483934
SYR,2006,18728200
TJK,2006,6949566
TZA,2006,40260847
THA,2006,66174486
TMP,2006,996052
TGO,2006,5732175
TON,2006,101507
TTO,2006,1303141
TUN,2006,10127900
TUR,2006,68704721
TKM,2006,4801594
TCA,2006,27642
TUV,2006,9732
UGA,2006,29000925
UKR,2006,46787750
ARE,2006,5171255
GBR,2006,60846820
USA,2006,298379912
URY,2006,3331041
UZB,2006,26488250
VUT,2006,214635
VEN,2006,27221228
VNM,2006,83311200
VIR,2006,107700
WBG,2006,3406334
YEM,2006,21093973
ZMB,2006,12381509
ZWE,2006,13127942
ARB,2007,328668135
CSS,2007,6723587
CEB,2007,105504531
EAS,2007,2160752292
EAP,2007,1923095029
EMU,2007,332759025
ECS,2007,878819656
ECA,2007,251718457
EUU,2007,500030506
FCS,2007,399530739
HPC,2007,577914150
HIC,2007,1340501351
NOC,2007,308252724
OEC,2007,1032248627
LCN,2007,577248307
LAC,2007,483458582
LDC,2007,789544690
LMY,2007,5336020880
LIC,2007,515142538
LMC,2007,2586398869
MEA,2007,361451154
MNA,2007,314432844
MIC,2007,4820878342
"NAC",2007,334184023
OED,2007,1214903493
OSS,2007,18348838
PSS,2007,2114575
SST,2007,27187000
SAS,2007,1559056624
SSF,2007,805010175
SSA,2007,804259344
UMC,2007,2234479473
WLD,2007,6676522231
AFG,2007,25877544
ALB,2007,2970017
DZA,2007,34261971
ASM,2007,57904
ADO,2007,84878
AGO,2007,19183907
ATG,2007,84397
ARG,2007,39969903
ARM,2007,2988117
ABW,2007,101218
AUS,2007,20827600
AUT,2007,8295487
AZE,2007,8581300
BHS,2007,342259
BHR,2007,1026568
BGD,2007,146592687
BRB,2007,276154
BLR,2007,9560000
BEL,2007,10625700
BLZ,2007,298403
BEN,2007,8707637
BMU,2007,64888
BTN,2007,681471
BOL,2007,9441482
BIH,2007,3840418
BWA,2007,1930431
BRA,2007,192784521
BRN,2007,374459
BGR,2007,7545338
BFA,2007,14264002
BDI,2007,8514578
CPV,2007,481278
KHM,2007,13728700
CMR,2007,19078100
CAN,2007,32887928
CYM,2007,51480
CAF,2007,4202104
TCD,2007,10779504
CHI,2007,156516
CHL,2007,16462701
CHN,2007,1317885000
COL,2007,44374647
COM,2007,649404
ZAR,2007,59834875
COG,2007,3715665
CRI,2007,4369465
CIV,2007,18862172
HRV,2007,4436000
CUB,2007,11284043
CUW,2007,144056
CYP,2007,1063040
CZE,2007,10298828
DNK,2007,5461438
DJI,2007,799309
DMA,2007,70795
DOM,2007,9504336
ECU,2007,14205479
EGY,2007,77605327
SLV,2007,5986414
GNQ,2007,665798
ERI,2007,4406299
EST,2007,1340680
ETH,2007,80891968
FRO,2007,48599
FJI,2007,834729
FIN,2007,5288720
FRA,2007,64016229
PYF,2007,260361
GAB,2007,1440902
GMB,2007,1536424
GEO,2007,4388400
DEU,2007,82266372
GHA,2007,22528041
GRC,2007,11163002
GRL,2007,56555
GRD,2007,103587
GUM,2007,158332
GTM,2007,13797629
GIN,2007,10152521
GNB,2007,1527342
GUY,2007,745638
HTI,2007,9556958
HND,2007,7133737
HKG,2007,6916300
HUN,2007,10055780
ISL,2007,311566
IND,2007,1179685631
IDN,2007,232296830
IRN,2007,71720859
IRQ,2007,28423538
IRL,2007,4398942
IMY,2007,81914
ISR,2007,7180100
ITA,2007,58438310
JAM,2007,2662481
JPN,2007,128001000
JOR,2007,5661000
KAZ,2007,15484192
KEN,2007,37250540
KIR,2007,96310
PRK,2007,24111945
KOR,2007,48597652
KSV,2007,1733404
KWT,2007,2538591
KGZ,2007,5268400
LAO,2007,5939634
LVA,2007,2200325
LBN,2007,4085426
LSO,2007,1955656
LBR,2007,3522337
LBY,2007,6017794
LIE,2007,35431
LTU,2007,3231294
LUX,2007,479993
MAC,2007,493022
MKD,2007,2051427
MDG,2007,19371031
MWI,2007,13498377
MYS,2007,26730607
MDV,2007,349000
MLI,2007,13759226
MLT,2007,406724
MHL,2007,52136
MRT,2007,3328285
MUS,2007,1239630
MEX,2007,113139374
FSM,2007,105080
MDA,2007,3576910
MCO,2007,35046
MNG,2007,2592776
MNE,2007,615875
MAR,2007,31011322
MOZ,2007,22359637
MMR,2007,50698814
"NAM",2007,2083174
NPL,2007,26063619
NLD,2007,16381696
NCL,2007,238902
NZL,2007,4223800
NIC,2007,5522119
NER,2007,14527631
NGA,2007,147152502
MNP,2007,59791
NOR,2007,4709153
OMN,2007,2593750
PAK,2007,159767672
PLW,2007,20118
PAN,2007,3438398
PNG,2007,6387470
PRY,2007,5966160
PER,2007,28292768
PHL,2007,88965508
POL,2007,38120560
PRT,2007,10542964
PRI,2007,3782995
QAT,2007,1178955
ROM,2007,20882982
RUS,2007,142805088
RWA,2007,9481083
WSM,2007,182238
SMR,2007,29874
STP,2007,160064
SAU,2007,26083522
SEN,2007,11897230
SRB,2007,7381579
SYC,2007,85033
SLE,2007,5391108
SGP,2007,4588600
SXM,2007,39462
SVK,2007,5374622
SVN,2007,2018122
SLB,2007,492075
SOM,2007,8909015
ZAF,2007,48656506
SSD,2007,8815495
ESP,2007,45226803
LKA,2007,20039000
KNA,2007,50465
LCA,2007,170146
MAF,2007,28905
VCT,2007,109049
SDN,2007,33637960
SUR,2007,500953
SWZ,2007,1134853
SWE,2007,9148092
CHE,2007,7551117
SYR,2007,19425597
TJK,2007,7099021
TZA,2007,41522004
THA,2007,66353572
TMP,2007,1013194
TGO,2007,5890414
TON,2007,102169
TTO,2007,1309260
TUN,2007,10225100
TUR,2007,69515492
TKM,2007,4858235
TCA,2007,28638
TUV,2007,9764
UGA,2007,29991958
UKR,2007,46509350
ARE,2007,6010100
GBR,2007,61322463
USA,2007,301231207
URY,2007,3339750
UZB,2007,26868000
VUT,2007,219956
VEN,2007,27670659
VNM,2007,84218500
VIR,2007,107423
WBG,2007,3494496
YEM,2007,21701105
ZMB,2007,12738676
ZWE,2007,13297798
ARB,2008,336662433
CSS,2008,6767278
CEB,2008,105126686
EAS,2008,2175660864
EAP,2008,1936736134
EMU,2008,334378776
ECS,2008,882358214
ECA,2008,252877346
EUU,2008,501912523
FCS,2008,409393653
HPC,2008,594288511
HIC,2008,1350647746
NOC,2008,311513631
OEC,2008,1039134115
LCN,2008,584435842
LAC,2008,489595358
LDC,2008,808296705
LMY,2008,5408304955
LIC,2008,529119915
LMC,2008,2627317521
MEA,2008,369228612
MNA,2008,320005139
MIC,2008,4879185040
"NAC",2008,337405012
OED,2008,1224451293
OSS,2008,18675657
PSS,2008,2143352
SST,2008,27586287
SAS,2008,1582576481
SSF,2008,827287676
SSA,2008,826514497
UMC,2008,2251867519
WLD,2008,6758952701
AFG,2008,26528741
ALB,2008,2947314
DZA,2008,34811059
ASM,2008,57031
ADO,2008,85616
AGO,2008,19842251
ATG,2008,85350
ARG,2008,40381860
ARM,2008,2975029
ABW,2008,101342
AUS,2008,21249200
AUT,2008,8321496
AZE,2008,8763400
BHS,2008,348587
BHR,2008,1115777
BGD,2008,148252473
BRB,2008,277315
BLR,2008,9528000
BEL,2008,10709973
BLZ,2008,306165
BEN,2008,8973525
BMU,2008,65273
BTN,2008,694990
BOL,2008,9599916
BIH,2008,3839749
BWA,2008,1967866
BRA,2008,194769696
BRN,2008,380786
BGR,2008,7492561
BFA,2008,14709011
BDI,2008,8821795
CPV,2008,483824
KHM,2008,13933660
CMR,2008,19570418
CAN,2008,33245773
CYM,2008,52925
CAF,2008,4280405
TCD,2008,11139740
CHI,2008,157587
CHL,2008,16645940
CHN,2008,1324655000
COL,2008,44901660
COM,2008,665414
ZAR,2008,61809278
COG,2008,3832771
CRI,2008,4429506
CIV,2008,19261647
HRV,2008,4434508
CUB,2008,11290239
CUW,2008,145880
CYP,2008,1077010
CZE,2008,10384603
DNK,2008,5493621
DJI,2008,809639
DMA,2008,70881
DOM,2008,9636491
ECU,2008,14447600
EGY,2008,78976122
SLV,2008,6004199
GNQ,2008,686223
ERI,2008,4500638
EST,2008,1337090
ETH,2008,83079608
FRO,2008,48629
FJI,2008,843206
FIN,2008,5313399
FRA,2008,64374990
PYF,2008,262877
GAB,2008,1473741
GMB,2008,1586749
GEO,2008,4383800
DEU,2008,82110097
GHA,2008,23115919
GRC,2008,11186439
GRL,2008,56328
GRD,2008,103934
GUM,2008,158310
GTM,2008,14106687
GIN,2008,10427356
GNB,2008,1561293
GUY,2008,748096
HTI,2008,9705130
HND,2008,7259470
HKG,2008,6957800
HUN,2008,10038188
ISL,2008,317414
IND,2008,1197070109
IDN,2008,235360765
IRN,2008,72530693
IRQ,2008,29163327
IRL,2008,4489544
IMY,2008,82737
ISR,2008,7308800
ITA,2008,58826731
JAM,2008,2671934
JPN,2008,128063000
JOR,2008,5786000
KAZ,2008,15674000
KEN,2008,38244442
KIR,2008,98437
PRK,2008,24243829
KOR,2008,48948698
KSV,2008,1747383
KWT,2008,2705290
KGZ,2008,5318700
LAO,2008,6045439
LVA,2008,2177322
LBN,2008,4109389
LSO,2008,1972194
LBR,2008,3672782
LBY,2008,6123022
LIE,2008,35721
LTU,2008,3198231
LUX,2008,488650
MAC,2008,507274
MKD,2008,2055266
MDG,2008,19926798
MWI,2008,13904671
MYS,2008,27197419
MDV,2008,362000
MLI,2008,14223403
MLT,2008,409379
MHL,2008,52221
MRT,2008,3414552
MUS,2008,1244121
MEX,2008,114972821
FSM,2008,104472
MDA,2008,3570108
MCO,2008,35731
MNG,2008,2629666
MNE,2008,616969
MAR,2008,31350544
MOZ,2008,22994867
MMR,2008,51030006
"NAM",2008,2115703
NPL,2008,26325183
NLD,2008,16445593
NCL,2008,242546
NZL,2008,4259800
NIC,2008,5594524
NER,2008,15085130
NGA,2008,151115683
MNP,2008,57343
NOR,2008,4768212
OMN,2008,2652281
PAK,2008,163096985
PLW,2008,20227
PAN,2008,3498679
PNG,2008,6540267
PRY,2008,6047131
PER,2008,28642048
PHL,2008,90297115
POL,2008,38125759
PRT,2008,10558177
PRI,2008,3760866
QAT,2008,1388962
ROM,2008,20537875
RUS,2008,142742350
RWA,2008,9750314
WSM,2008,183440
SMR,2008,30160
STP,2008,163595
SAU,2008,26742842
SEN,2008,12229703
SRB,2008,7350222
SYC,2008,86956
SLE,2008,5521838
SGP,2008,4839400
SXM,2008,40458
SVK,2008,5379233
SVN,2008,2021316
SLB,2008,503410
SOM,2008,9132589
ZAF,2008,49344228
SSD,2008,9208598
ESP,2008,45954106
LKA,2008,20246000
KNA,2008,51093
LCA,2008,172729
MAF,2008,29376
VCT,2008,109165
SDN,2008,34470138
SUR,2008,506657
SWZ,2008,1153750
SWE,2008,9219637
CHE,2008,7647675
SYR,2008,20097057
TJK,2008,7254072
TZA,2008,42844744
THA,2008,66453255
TMP,2008,1030630
TGO,2008,6052937
TON,2008,102816
TTO,2008,1315372
TUN,2008,10328900
TUR,2008,70344357
TKM,2008,4917541
TCA,2008,29481
TUV,2008,9788
UGA,2008,31014427
UKR,2008,46258200
ARE,2008,6900142
GBR,2008,61806995
USA,2008,304093966
URY,2008,3350832
UZB,2008,27302800
VUT,2008,225335
VEN,2008,28116716
VNM,2008,85118700
VIR,2008,107091
WBG,2008,3596688
YEM,2008,22322699
ZMB,2008,13114579
ZWE,2008,13495462
ARB,2009,344702311
CSS,2009,6811213
CEB,2009,104924372
EAS,2009,2190177041
EAP,2009,1950280764
EMU,2009,335433365
ECS,2009,886063249
ECA,2009,254685459
EUU,2009,503390442
FCS,2009,419371302
HPC,2009,611087950
HIC,2009,1359870192
NOC,2009,314698255
OEC,2009,1045171937
LCN,2009,591577623
LAC,2009,495685919
LDC,2009,827498335
LMY,2009,5481698787
LIC,2009,543502416
LMC,2009,2668428221
MEA,2009,377133473
MNA,2009,325689241
MIC,2009,4938196371
"NAC",2009,340465736
OED,2009,1233248856
OSS,2009,18998854
PSS,2009,2172519
SST,2009,27982586
SAS,2009,1605926788
SSF,2009,850225069
SSA,2009,849430616
UMC,2009,2269768150
WLD,2009,6841568979
AFG,2009,27207291
ALB,2009,2927519
